Accident_ID,Date,Latitude,Longitude,Severity,Road_Type,Weather,Region,Source
REAL-275,2022-03-07,23.231864541961247,77.45041074030301,Fatal,OR,,,
REAL-276,2022-03-06,22.430437925963226,75.61669537388278,Fatal,NH,,,
REAL-277,2022-03-06,29.033168315618305,78.5706426813862,Fatal,OR,,,
REAL-278,2022-03-08,10.90188754347919,77.35709665574765,Fatal,SH,,,
REAL-279,2022-03-08,19.20476538193532,72.86441892019303,Fatal,OR,,,
REAL-280,2022-03-08,19.182147545682533,72.81874827513124,Fatal,OR,,,
REAL-281,2022-03-10,12.6827308747718,79.16051403841693,Fatal,SH,,,
REAL-282,2022-03-08,28.833243263781423,77.57414318476498,Fatal,SH,,,
REAL-283,2022-03-09,16.682241723631137,80.39168244486339,Fatal,OR,,,
REAL-284,2022-03-09,25.17335542150828,75.81972366517368,Fatal,OR,,,
REAL-285,2022-03-09,18.534999658377465,81.2907398756494,Fatal,SH,,,
REAL-286,2022-03-10,17.000592653821027,73.77712806029851,Fatal,NH,,,
REAL-287,2022-03-11,19.032645423077582,73.02942374993484,Fatal,NH,,,
REAL-288,2022-03-11,17.29688453077931,76.37495067788755,Fatal,NH,,,
REAL-289,2022-03-11,15.633147275421006,76.56589681159844,Fatal,SH,,,
REAL-290,2022-03-11,22.67603178168848,75.94522481989529,Fatal,NH,,,
REAL-291,2022-03-10,25.76209446884033,75.38625216638773,Fatal,OR,,,
REAL-292,2022-03-13,16.895063126476742,80.11560317781093,Fatal,SH,,,
REAL-293,2022-03-11,28.6176937443294,77.31168964686108,Fatal,OR,,,
REAL-294,2022-03-12,22.710742787060603,82.50931693292135,Fatal,SH,,,
REAL-295,2022-03-11,17.86628118850109,81.04732635261439,Fatal,SH,,,
REAL-296,2022-03-12,10.84905403327252,77.44744409508702,Fatal,SH,,,
REAL-297,2022-03-12,22.601893290143234,88.37383577308988,Fatal,SH,,,
REAL-298,2022-03-12,22.51956382145056,88.38301300833446,Fatal,OR,,,
REAL-299,2022-03-13,23.30257872827068,77.40437085008443,Fatal,OR,,,
REAL-300,2022-03-13,17.828370956174,81.03352702804733,Fatal,OR,,,
REAL-301,2022-03-13,13.085424120268678,77.55399352966118,Fatal,OR,,,
REAL-302,2022-03-14,8.699304833692288,77.24839683601338,Fatal,OR,,,
REAL-303,2022-03-14,26.48141084467203,89.50661291551545,Fatal,OR,,,
REAL-304,2022-03-15,19.42937203559203,81.76036041919969,Fatal,NH,,,
REAL-305,2022-03-16,30.05735761999651,76.87996493850258,Fatal,NH,,,
REAL-306,2022-03-16,18.449707400024923,81.25969349360906,Fatal,SH,,,
REAL-307,2022-03-16,26.7792203588406,80.99173130626232,Fatal,OR,,,
REAL-308,2022-03-15,13.303354608979705,77.55850068631615,Fatal,OR,,,
REAL-309,2022-03-15,12.98598086079149,77.6906853405282,Fatal,NH,,,
REAL-310,2022-03-17,17.42939031894922,78.40337078144518,Fatal,OR,,,
REAL-311,2022-03-17,9.588884057588386,76.86854650740976,Fatal,OR,,,
REAL-312,2022-03-17,12.90132392464512,77.57327142335227,Fatal,OR,,,
REAL-313,2022-03-19,14.091201794191328,77.28334785048443,Fatal,SH,,,
REAL-314,2022-03-19,25.73528404547904,81.8319099160402,Fatal,OR,,,
REAL-315,2022-03-17,19.451565504072555,72.81717005034415,Fatal,OR,,,
REAL-316,2022-03-18,19.065974182720065,72.84628105564998,Fatal,OR,,,
REAL-317,2022-03-18,24.678680517555648,83.23432439854633,Fatal,OR,,,
REAL-318,2022-03-19,28.45316731819581,77.03035134919776,Fatal,NH,,,
REAL-319,2022-03-18,27.36293399918115,76.76680149484488,Fatal,SH,,,
REAL-320,2022-03-19,27.89165081734564,76.29406000600738,Fatal,SH,,,
REAL-321,2022-03-18,27.15788653014015,76.70106350691624,Fatal,NH,,,
REAL-322,2022-03-19,25.60421636264345,75.16468547655597,Fatal,SH,,,
REAL-323,2022-03-19,30.83528544322029,76.19317304364307,Fatal,NH,,,
REAL-324,2022-03-19,22.7306388647458,75.90297829499102,Fatal,SH,,,
REAL-325,2022-03-20,22.81779102211153,75.92631838853163,Fatal,OR,,,
REAL-326,2022-03-20,11.022633201492065,76.25633562296288,Fatal,SH,,,
REAL-327,2022-03-20,15.386857225098757,74.39281196488282,Fatal,NH,,,
REAL-328,2022-03-19,18.74894959298032,73.87303015246229,Fatal,NH,,,
REAL-329,2022-03-18,18.712167579022104,73.84833083894642,Fatal,NH,,,
REAL-330,2022-03-19,8.425114026256335,77.36547631078854,Fatal,NH,,,
REAL-331,2022-03-20,10.972996028122315,76.85939808424197,Fatal,OR,,,
REAL-332,2022-03-20,26.92560141747501,80.71326575663424,Fatal,NH,,,
REAL-333,2022-03-21,18.50775263416563,73.78094308026502,Fatal,NH,,,
REAL-334,2022-03-22,18.52364327565652,73.61912720298396,Fatal,SH,,,
REAL-335,2022-03-23,28.64956655017259,77.26835112560862,Fatal,OR,,,
REAL-336,2022-03-21,23.44497179629504,77.5908366379383,Fatal,OR,,,
REAL-337,2022-03-21,26.944745583993694,71.17748065615804,Fatal,NH,,,
REAL-338,2022-03-23,23.64489422323448,77.37362362570198,Fatal,NH,,,
REAL-339,2022-03-23,14.538681632255631,79.87098174140185,Fatal,SH,,,
REAL-340,2022-03-24,19.493534128994547,72.86529457913572,Fatal,OR,,,
REAL-341,2022-03-24,16.31620733669864,79.9089805723207,Fatal,OR,,,
REAL-342,2022-03-23,23.622972151317818,77.43896535202445,Fatal,NH,,,
REAL-343,2022-03-24,16.313366889296606,79.91658201878245,Fatal,OR,,,
REAL-344,2022-03-25,26.97329716136762,75.75200510380681,Fatal,NH,,,
REAL-345,2022-03-24,20.04600488961532,73.78192209476408,Fatal,SH,,,
REAL-346,2022-03-26,30.995997444574527,77.16195518053911,Fatal,OR,,,
REAL-347,2022-03-25,28.18230078918827,76.84364266963185,Fatal,OR,,,
REAL-348,2022-03-26,13.642311228271684,79.37428208359776,Fatal,OR,,,
