Cluster_ID,Latitude,Longitude,Total_Crashes,Risk_Level
262,30.916770540504046,77.71276518543344,4,Low
263,25.65278013402592,85.1292870731586,9,High
264,22.1827635,80.9811315,4,Low
265,24.39397454147242,82.184398592748,1,Low
266,26.41553824086376,78.19271669711026,13,Moderate
267,24.016634571428572,84.79348828571429,7,Moderate
268,19.28304906157941,77.20292075190625,3,Low
269,19.079582666666667,74.84768516666666,12,Moderate
270,27.973178044234096,77.59386875287653,19,High
271,27.30720346125453,76.09286157336471,13,Moderate
272,31.097187748965293,77.20538301418428,10,High
273,27.33290309395582,94.64244130239969,2,Low
274,13.897013500144004,75.14053633381351,8,Moderate
275,26.590107621639845,84.77756500679354,2,Low
276,20.86607671867602,79.46702085648536,17,High
277,16.74006552596626,78.36989607255032,8,Moderate
278,25.22858701701859,71.6869055527746,6,Moderate
279,20.912811555555557,80.11595566666666,9,Low
280,21.049955106474172,82.28257130904895,16,Moderate
281,20.891533495835127,72.8857612181,16,High
282,30.303983316096392,75.809243579713,5,Moderate
283,21.051306281360723,83.91365567008084,1,Low
284,23.8761585,77.814778,2,Low
285,15.008459892807036,77.01896471623954,3,Low
286,27.70152349019295,78.54361298393181,9,Moderate
287,14.708389522279548,78.82177023234131,4,Low
288,22.20782226270041,69.65416821977574,1,Low
289,24.287523521086175,85.11244148992493,8,Low
290,21.837754915540636,81.95213224160426,10,Moderate
291,22.359891882935987,75.53500046559506,13,High
292,16.614705352193802,79.49483426769122,5,Moderate
293,22.187437373645988,76.01945037551363,4,Low
294,23.273640590666794,81.45271397677608,3,Low
295,21.52649190198501,75.04541360448518,1,Low
296,10.85939983153068,78.49516124908997,21,High
297,18.23458130896859,79.00400628520698,4,Low
298,28.621084727610857,74.39225631053557,3,Low
299,23.43165157142857,78.81921528571428,7,Low
300,19.224278785714286,75.37716357142857,14,Moderate
301,21.123907236998395,75.49454213942377,5,Low
302,18.972072695365114,78.21398072925662,5,Moderate
303,18.019611642857143,74.03071935714286,14,Moderate
304,17.486429468541115,78.48290089174003,30,High
305,20.662739029306465,74.5591635097751,6,Low
306,26.346807552618962,80.7918863187598,8,Moderate
307,33.390086000469275,74.27601926765601,7,Moderate
308,23.201878600611018,85.96150006351311,9,Moderate
309,29.529243922400994,74.23408131407969,3,Low
310,13.705074111634879,76.88242485976511,12,Moderate
311,31.501737843217953,78.01365138377552,3,Low
312,25.563035114500607,87.57149769711262,2,Low
313,17.264516905189424,80.82828415348895,18,High
314,21.655064818877815,82.33865306501596,13,Moderate
315,17.188750918919094,74.34559710037847,11,Moderate
316,24.498738929224753,92.33744669518205,4,Low
317,19.51281482063427,82.00915506475327,5,Moderate
318,22.89063585245404,71.44171572907294,2,Low
319,28.333958857384136,80.61134096795425,3,Low
320,29.09954592435145,79.42435368410769,10,High
321,22.50148045695219,80.27014653990834,5,Low
322,22.709711557150577,72.63310027338109,14,High
323,14.539760726451124,79.84345322988037,5,Low
324,23.979279727272726,86.24789209090909,11,Moderate
325,25.86776124810106,72.29079937011697,7,Moderate
326,21.46598505597033,74.23922397240591,2,Low
327,29.896652176958995,77.87362117181756,9,High
328,19.724509048901815,81.11221011436476,2,Low
329,23.53852204384903,77.39022031710401,21,High
330,16.36608636138881,80.48376264221302,9,High
331,21.4369181,78.9016702,20,Moderate
332,20.772109555555556,81.65955744444445,9,Low
333,26.869458808965717,80.87420660710225,24,High
334,19.935475916666668,74.96159716666666,12,Low
335,22.378013156718875,79.04141705328917,8,Low
336,26.54532155346613,75.3979246370405,13,Moderate
337,24.678680517555648,83.23432439854633,1,Low
338,19.99050931536238,73.7498190386669,61,High
339,30.41085323095809,79.43656698034161,3,Low
340,28.53832380602651,76.8399509867908,12,High
341,26.590283422381155,83.15054584445981,4,Low
342,31.426744729715363,76.21126153678196,5,Moderate
343,25.718244554301208,76.54044975276034,3,Low
344,18.145791634617247,81.14906815500068,15,High
345,18.472406575882854,76.98156527698153,3,Low
346,30.722764154769308,76.80135628849624,33,High
347,23.36749093525027,76.78442816288262,11,Moderate
348,23.90652034670429,88.45715036328681,1,Low
349,27.212841794690895,78.04674926097935,10,Moderate
350,20.7754831,80.8822387,10,Moderate
351,26.280980490227282,81.59591768185192,15,High
352,20.930289333333334,86.51742491666667,12,Moderate
353,14.037126932934907,77.97535923870034,7,Moderate
354,19.63080010699911,73.57938817312726,7,Moderate
355,23.34813017289266,72.81515626327304,8,Moderate
356,10.754843466403262,76.38240314414033,4,Low
357,25.041525351263704,82.21950912498681,3,Low
358,19.85874742857143,78.91045285714286,7,Low
359,21.240817775034177,80.95337778634197,13,Moderate
360,23.655354224043315,71.95050359563133,1,Low
361,21.4449236660011,70.85963662316074,2,Low
362,27.973293102057063,73.32158590138097,2,Low
363,25.35266271072151,80.65496491303841,5,Moderate
364,29.545418639857736,77.00818452445915,4,Low
365,23.553913854720573,78.03872236911829,13,Moderate
366,16.767009043738753,74.63676642471876,12,Moderate
367,27.084437177610027,78.52164347260482,3,Low
368,22.90039509090909,85.703302,11,Low
369,9.99234472603465,76.7267999572897,26,High
370,17.47967535229494,80.28674503950265,8,Moderate
371,32.66018749518362,75.46746707117198,5,Moderate
372,20.28434711111111,75.12084722222222,9,Moderate
373,28.680444681498688,77.5285548955604,28,High
374,19.537270111111113,85.05844555555555,9,Low
375,18.61391491936909,73.7083099724494,49,High
376,25.074767118584834,72.74073941450938,3,Low
377,20.648813635920813,78.67559302293627,10,Moderate
378,21.860125849742904,84.18683542538756,7,Moderate
379,22.412147094035188,82.6546430310169,8,Moderate
380,18.019026371575084,73.54377741529889,4,Low
381,27.179172791920628,74.36131535017537,4,Low
382,27.87488193329652,80.79313333521385,4,Low
383,25.30023753393748,91.721516168988,1,Low
384,21.80798,86.34047,1,Low
385,23.27469616666667,84.69738208333334,12,Low
386,24.854715326329966,83.98938330367804,3,Low
387,23.414850339647792,75.08483821560175,5,Moderate
388,25.031495001301586,81.54079670355645,3,Low
389,11.749213482050596,76.04740631852825,3,Low
390,13.154477043538636,78.01158521832075,8,Moderate
391,24.633844231341836,76.0890470315563,3,Low
392,18.601978002949195,79.46983014291288,2,Low
393,20.551673,82.52684766666667,3,Low
394,30.79273107937034,76.23849636579077,10,High
395,19.452211251248887,76.09035954451095,9,Low
396,26.879035534497675,79.92025176445377,9,Moderate
397,22.589330515708827,88.41267155686793,55,High
398,30.49477129492805,76.79967784596701,13,High
399,24.628136124161138,85.7226399752862,15,Moderate
400,22.285433568042695,81.38081938266555,6,Low
401,28.447514038563543,72.50583094706732,1,Low
402,20.321512967475638,75.49089345054468,12,Moderate
403,20.461807906480782,78.10144152584434,8,Moderate
404,15.168753,75.322926,16,Moderate
405,18.155658946016604,79.84641908825928,7,Moderate
406,26.429133500280074,79.43714219756248,4,Low
407,21.065146401251667,77.2943944344464,3,Low
408,23.056944009715505,75.96229502862799,10,High
409,20.26298225,76.394621,4,Low
410,26.132288286790235,82.2105454106185,11,Moderate
411,26.307275401584334,73.57996052432668,2,Low
412,23.9924666907557,77.36696274321103,12,Low
413,9.549859357475542,77.87343762348225,5,Moderate
414,27.21430524181263,76.67280492122906,6,Moderate
415,33.23430755868793,75.79808796122555,3,Low
416,25.627857845574738,75.3863590889114,4,Low
417,18.267740816791626,75.60441862928742,3,Low
418,29.26010806141952,75.86767160543987,4,Low
419,15.588051507935084,74.31219320288095,26,High
420,20.288461393184495,74.53211223686144,11,Moderate
421,26.28774616139563,72.97252708439379,3,Low
422,23.552599240299237,85.1134509513583,13,Moderate
423,28.56736945734813,78.4985120599881,6,Moderate
424,20.26587012975777,81.57279850896737,6,Low
425,30.151190270806715,74.88646378527164,2,Low
426,16.197900599999997,74.9381892,10,Moderate
427,18.81966486583186,74.20006101275426,5,Moderate
428,13.140884803715862,77.55235009400472,17,High
429,20.386849301378763,84.75951006419386,1,Low
430,26.384088486916646,94.13766717858866,2,Low
431,31.652507084067626,76.93731377810853,4,Low
432,8.430628142945167,77.40986896357575,11,High
433,22.970787237904595,82.08713447528467,5,Low
434,28.70551752004439,77.13602284109085,50,High
435,13.063001402115962,79.29893251037021,38,High
436,12.382320942239346,76.71643907275727,4,Low
437,21.6906517,81.2978323,10,Low
438,30.127719358611493,80.83102872211107,2,Low
439,13.429435987317467,79.00922719069476,10,High
440,23.882395298693652,78.67538555742092,14,Moderate
441,23.51277045031554,85.53543969491857,14,Moderate
442,25.52926117989923,84.78831205840768,9,Moderate
443,29.811639381822854,79.86107810170321,4,Low
444,24.498434693309825,74.69976696932821,2,Low
445,19.564505839129076,74.50074926804993,7,Low
446,23.002903461538462,77.19402576923076,13,Moderate
447,18.106787062150232,78.61872280914858,7,Moderate
448,16.514083963407213,76.20202769348683,3,Low
449,27.11804179482528,69.93024286766027,1,Low
450,20.136040851375128,79.53026838849925,5,Low
451,21.868512955998007,76.33236534153366,6,Moderate
452,26.05793035363305,86.70331857190726,3,Low
453,23.381456995067907,77.1189061486057,10,Low
454,21.615706854936178,72.77593129877151,9,Moderate
455,22.820431545454547,85.06776218181818,11,Moderate
456,25.65436103467356,79.81890615350845,3,Low
457,24.64242354084308,93.65379956227731,1,Low
458,15.321716184291624,75.67662926593367,15,High
459,21.881142384193364,78.70283932522163,7,Low
460,25.3339554,85.3032493,10,Moderate
461,17.448075206134188,78.2032883290154,12,High
462,25.350313203871117,70.97930031926862,5,Moderate
463,21.38169512854721,85.9226546651804,1,Low
464,22.52120304188617,85.81454775907497,8,Low
465,26.14036365358138,92.2880509220266,2,Low
466,26.60486359382273,76.944035968048,2,Low
467,25.39377164385365,92.98962189205336,1,Low
468,23.757486892306005,75.80731123083585,4,Low
469,23.54055054162176,80.85060766024782,1,Low
470,30.570628880428004,77.8881473667146,5,Moderate
471,25.8438294,83.61785139999999,5,Low
472,15.97574411111111,75.37190188888889,9,Low
473,21.21225116096876,81.68599495389535,22,High
474,21.77456269885573,80.17618273379932,4,Low
475,14.979999,74.63996547872728,11,Moderate
476,15.707166035435147,78.01811105809425,8,Moderate
477,32.43241807031097,76.26666486787057,4,Low
478,20.80774472948235,85.52749568696764,2,Low
479,20.808371547589473,82.97131474396089,3,Low
480,22.70889258224465,76.35201917930243,6,Moderate
481,30.37050888974924,78.6753633755965,5,Moderate
482,19.637171199999997,75.4167468,10,Moderate
483,12.165567128570835,78.81765219964538,4,Low
484,22.091842740110895,81.82279654999614,7,Low
485,25.22263674522892,87.00809843075376,6,Moderate
486,20.0372365,80.6143845,4,Low
487,26.828946256257687,79.00081055180729,4,Low
488,27.54782859959009,81.62785399906129,3,Low
489,32.86211127863073,74.92843797353527,9,High
490,22.37003956002391,73.60873157463007,4,Low
491,21.356793142857143,79.841362,14,Moderate
492,27.446419179794784,80.16079628605428,2,Low
493,17.2345999693875,74.92604536774395,3,Low
494,16.677020159979705,77.2576421846236,1,Low
495,23.234422570799303,87.0913431801392,8,Moderate
496,21.9094986,87.6138481,10,Moderate
497,21.070200892699127,73.31988616682074,2,Low
498,22.21792475,77.60549975,8,Moderate
499,17.716593798753745,80.99284014274636,40,High
